-4.436448476001734e+00 	 7.531159472507208e-01
2.484834419424554e+00 	 3.751647187338450e+00
-2.427039390728624e+00 	 -3.789292612886090e+00
4.171215629122305e+00 	 1.688259128684713e+00
-2.794979788924061e+00 	 3.526662259095344e+00
-2.909207849240834e+00 	 3.433040693049966e+00
2.363453449111008e+00 	 -3.829274931903786e+00
-3.536079792820284e+00 	 2.783055588562600e+00
4.705272992349486e-01 	 4.475250023283182e+00
4.481359413486534e+00 	 -4.082603548926743e-01
2.437336537620747e+00 	 3.782677532198637e+00
-4.246731391946994e+00 	 -1.488130100116723e+00
4.376463879134156e+00 	 1.115442079249262e+00
4.506177250245886e+00 	 1.217990776322022e+00
4.632597161923768e+00 	 1.319649272457302e+00
4.755631216814658e+00 	 1.420343267840751e+00
4.875189492208847e+00 	 1.519999167589035e+00
4.991184605762474e+00 	 1.618544135538607e+00
5.103531779363228e+00 	 1.715906147479958e+00
5.212148901092687e+00 	 1.812014043798428e+00
5.316956585240001e+00 	 1.906797581483097e+00
5.417878230323042e+00 	 2.000187485465760e+00
5.514840075074638e+00 	 2.092115499252444e+00
5.607771252352955e+00 	 2.182514434810497e+00
5.696603840936633e+00 	 2.271318221674736e+00
5.781272915166815e+00 	 2.358461955236805e+00
5.861716592399786e+00 	 2.443881944182435e+00
5.937876078235560e+00 	 2.527515757041930e+00
6.009695709489316e+00 	 2.609302267819875e+00
6.077122994874331e+00 	 2.689181700670687e+00
6.140108653366617e+00 	 2.767095673587382e+00
6.198606650223276e+00 	 2.842987241071614e+00
6.252574230628219e+00 	 2.916800935753818e+00
6.301971950940653e+00 	 2.988482808933000e+00
6.346763707523520e+00 	 3.057980470006584e+00
6.386916763130790e+00 	 3.125243124761474e+00
6.422401770834362e+00 	 3.190221612498359e+00
6.453192795473036e+00 	 3.252868441962112e+00
6.479267332607917e+00 	 3.313137826052042e+00
6.500606324970383e+00 	 3.370985715286605e+00
6.517194176390602e+00 	 3.426369829998150e+00
6.529018763196394e+00 	 3.479249691234128e+00
6.536071443074155e+00 	 3.529586650342218e+00
6.538347061385307e+00 	 3.577343917217717e+00
6.535843954933718e+00 	 3.622486587192569e+00
6.528563953181277e+00 	 3.664981666546366e+00
6.516512376910792e+00 	 3.704798096620690e+00
6.499698034337158e+00 	 3.741906776519156e+00
6.478133214669630e+00 	 3.776280584376577e+00
6.451833679129932e+00 	 3.807894397181700e+00
6.420818649432751e+00 	 3.836725109139028e+00
6.385110793737032e+00 	 3.862751648556300e+00
6.344736210078356e+00 	 3.885954993245307e+00
6.299724407294491e+00 	 3.906318184424751e+00
